device_id,gender,age,group
-1665914234949671889,M,22,M22-
13046791258635929,M,22,M22-
-1096620344086836305,F,19,F23-
-8557740854134365286,M,28,M27-28
698040951723021062,F,28,F27-28
-8415020681963092718,F,31,F29-32
-3603109123597117163,F,26,F24-26
-4506894029889713400,F,25,F24-26
6881062029169405270,M,24,M23-26
-1358439827137733370,F,20,F23-
-1126577006906018454,M,31,M29-31
-1512166539276097631,F,36,F33-42
6614702370463343949,F,21,F23-
-580908414354847389,F,21,F23-
3944372450452189801,F,34,F33-42
-1125956635991453634,M,40,M39+
-1481997220933315762,M,23,M23-26
8994276715573094021,F,25,F24-26
2820801416780948653,F,22,F23-
8042568455710808325,M,18,M22-
-5080000122225147579,F,20,F23-
1713518974887881845,F,20,F23-
-7522562583445502367,F,20,F23-
-6156962874210725247,M,30,M29-31
-483674663059226774,M,30,M29-31
-5211425870500544485,F,25,F24-26
799192260447879827,F,29,F29-32
3389672216549274288,F,36,F33-42
7346748816215537208,M,27,M27-28
1299453701356066030,M,22,M22-
2798615262968731354,M,20,M22-
7432005815871220446,F,28,F27-28
7884579183416074756,M,29,M29-31
3198977995743458092,F,26,F24-26
5576359904408787485,M,23,M23-26
3052868142967463017,M,37,M32-38
1528562242993162308,M,44,M39+
-1705853386860352968,F,22,F23-
-5844512550554879380,M,26,M23-26
-9010192116696246136,M,35,M32-38
7572211077982067101,F,27,F27-28
5420058855794732366,F,27,F27-28
-2737614506207616134,M,31,M29-31
7094278252602686038,F,67,F43+
7619171427740100293,F,23,F23-
-8062422934924898976,M,29,M29-31
-4540310383354710517,M,21,M22-
-2548419488855488709,M,21,M22-
-3693192455369015719,F,20,F23-
-495660955796880803,F,24,F24-26
-5614409158484118659,F,24,F24-26
6115062648544456593,M,29,M29-31
-2298067841783068216,F,28,F27-28
5486595634340778548,M,33,M32-38
-4793611447063256875,M,19,M22-
-545669438623578756,F,30,F29-32
7204474124399809648,M,23,M23-26
325850566508592373,M,26,M23-26
6099474845593949446,M,20,M22-
5170423050422583009,M,39,M39+
1026322578529290861,M,39,M39+
1456906219126000567,F,27,F27-28
-4557865468635712850,F,27,F27-28
5575931793844295544,F,20,F23-
253870937326413988,F,21,F23-
1992538504950477686,F,21,F23-
1662510987759868874,F,25,F24-26
-7209080868163022630,F,24,F24-26
4019172615336224042,M,52,M39+
2576282380414974974,F,29,F29-32
-5786985752342746665,M,20,M22-
-9013419103259245456,F,23,F23-
6172350112205666107,M,30,M29-31
-7534653333966656842,F,21,F23-
686578226798432778,F,22,F23-
-4254602726472193145,M,24,M23-26
9069728753774378862,M,24,M23-26
-6114930666867399932,M,24,M23-26
-4496567489479305999,F,40,F33-42
-1512102518969915257,M,23,M23-26
3463539291865900261,F,22,F23-
6444809557958190092,M,48,M39+
9184729419964126354,M,27,M27-28
9000885524109039864,M,33,M32-38
-4023674758881225497,M,22,M22-
-5071849101167488691,F,31,F29-32
-1556950248353775604,M,26,M23-26
-8541478960219090310,M,20,M22-
-5604462098298267583,M,28,M27-28
6364231713650385582,M,28,M27-28
7754522841579926940,F,56,F43+
4095288285828113589,F,22,F23-
-3945203325198607700,M,40,M39+
8885011145672461488,M,40,M39+
5838180418202481702,F,35,F33-42
3452344995017579510,M,26,M23-26
-3227509145177672115,M,27,M27-28
3990543516863777384,M,20,M22-
-1837577059683576305,F,22,F23-
-1291799439670853476,F,18,F23-
-4593399502015794046,M,27,M27-28
1484456514599327680,M,28,M27-28
-6364101995252733570,M,28,M27-28
8293162110903158874,M,40,M39+
-3087217554515070197,M,39,M39+
9136296779780905690,M,38,M32-38
4151742351732004362,M,21,M22-
-5384398380092983351,M,23,M23-26
7121472058287854,M,31,M29-31
7908297576450300464,M,21,M22-
-6010277134886541388,F,29,F29-32
1479022937475472552,F,25,F24-26
3794375084573774476,F,32,F29-32
-6672877056143385791,M,53,M39+
627510038060210835,M,20,M22-
-2522948693686939825,F,24,F24-26
813128280044021839,M,39,M39+
-4082779027702084326,F,38,F33-42
-6528032341422462585,F,38,F33-42
7113337669206525662,M,67,M39+
6527538065216967266,M,22,M22-
1368575130116959809,M,25,M23-26
5391778847892786489,F,29,F29-32
6125753339232188740,F,21,F23-
-3428389193581400876,M,44,M39+
-7183156307346960822,F,29,F29-32
8336320052396613786,M,23,M23-26
7516774041609330883,M,21,M22-
-971110142164932540,M,27,M27-28
1405232329683706774,M,22,M22-
-3663712029587747727,F,54,F43+
7540390258631417003,M,20,M22-
-5428708309839526829,M,29,M29-31
-3689278900858738239,M,32,M32-38
-5455308140811582889,M,32,M32-38
-1922607742080309299,M,26,M23-26
-1513646189925658139,M,21,M22-
6264340263115350496,M,26,M23-26
-2811307278628194654,F,27,F27-28
3264127570537772597,M,55,M39+
3301210162931628726,F,37,F33-42
7801087666919149399,M,34,M32-38
2776475098344349043,M,34,M32-38
7924361790764012909,M,40,M39+
-1884569734172657698,F,26,F24-26
998293488886931019,M,26,M23-26
-186450170250507205,M,36,M32-38
4350791704199357604,F,37,F33-42
8623859637645722562,F,32,F29-32
4481784774764048012,F,32,F29-32
-6067597475223815402,F,32,F29-32
-9004407184336726341,M,26,M23-26
-3551085278243309338,M,26,M23-26
3071854086641607118,M,21,M22-
5631783835090887640,F,26,F24-26
-7022838863734619839,M,32,M32-38
-1006562022942738675,M,20,M22-
-262367698725947022,F,24,F24-26
-4706097215255401488,M,21,M22-
509233480063779041,M,41,M39+
121298693884549085,F,33,F33-42
6039387380406720772,F,22,F23-
7296591374090932612,F,34,F33-42
-2478949766133199403,M,34,M32-38
3301546554718549750,F,31,F29-32
1796725317727298432,M,20,M22-
7467608778915945110,M,24,M23-26
6386220362204437818,F,33,F33-42
1987423421296485410,F,26,F24-26
-5009668654091815014,M,25,M23-26
462034899799913590,F,26,F24-26
-6245252392745337165,M,31,M29-31
-468446945417947280,M,29,M29-31
6848196708875853550,M,29,M29-31
4911919888418822284,M,20,M22-
1135768508399150808,M,19,M22-
4630459702780392255,M,47,M39+
-6846884299590770425,F,27,F27-28
2387045053149819432,M,25,M23-26
-5595697052312678242,M,27,M27-28
-9042313259790278748,F,30,F29-32
515179376967240182,F,21,F23-
5900425950635247376,M,35,M32-38
-5110425406531789849,M,27,M27-28
4201506755231174665,M,45,M39+
-5203432551509042093,M,25,M23-26
-2244329557088828830,F,29,F29-32
-3159195003098581899,M,24,M23-26
2151855257844768632,F,55,F43+
4052377045746473552,F,24,F24-26
8130606355726983231,F,24,F24-26
1616878842383586091,F,25,F24-26
-3615499987279254586,F,22,F23-
2832788930947672100,F,25,F24-26
-7364564751990437643,M,25,M23-26
4615424571884154942,F,30,F29-32
-6599472992447818098,M,26,M23-26
-4499451851831879010,M,20,M22-
6785412457558398123,M,20,M22-
-3232690964195309641,M,38,M32-38
1805915893084189789,M,38,M32-38
512246497124403458,M,26,M23-26
7223163524587777590,M,27,M27-28
8804133504099896949,M,47,M39+
-216599776482309480,M,26,M23-26
7230688931222713019,F,28,F27-28
1413346738546356669,M,32,M32-38
-5324442165567096456,M,32,M32-38
3692074153503947474,F,25,F24-26
-8904340976216138891,M,21,M22-
-2845082486521958712,M,37,M32-38
7690521831070513491,M,28,M27-28
-8148039840964831056,M,27,M27-28
3603718896502242740,M,27,M27-28
-5793583571417917739,M,28,M27-28
-3259179837826674159,M,30,M29-31
-2552659021742875387,F,38,F33-42
7869822025744000236,M,21,M22-
6722444487127058668,M,42,M39+
691391336652716867,M,46,M39+
6739919044302610942,M,18,M22-
-1295996941083535241,M,18,M22-
13055255466971607,F,28,F27-28
-3542639861498247741,M,29,M29-31
5580664918900647111,M,29,M29-31
-5610253776526093584,F,31,F29-32
-6368516451443401755,F,43,F43+
961488877246982835,F,43,F43+
1810514882867919105,M,24,M23-26
3785924747812845007,M,24,M23-26
7637621647875607771,M,24,M23-26
-2525329195822861588,F,36,F33-42
4259869405546229428,M,23,M23-26
5224555286415498029,M,53,M39+
-5130550931132930663,M,38,M32-38
923787233721694544,M,31,M29-31
4114744831696440618,M,45,M39+
-1867317518848683033,M,24,M23-26
-6214815291188300720,M,34,M32-38
-2483898194096939635,M,29,M29-31
-1908341239225813603,F,27,F27-28
4768781205458179845,M,31,M29-31
4207038176652246678,M,27,M27-28
1291277886454516806,M,47,M39+
-1698361323150265510,F,25,F24-26
4848479786572325622,F,30,F29-32
-2463102612189225120,M,27,M27-28
4044544649316276435,M,27,M27-28
346928209338557379,M,35,M32-38
-1519653044113349015,M,27,M27-28
-8984758960148906458,M,44,M39+
-3023011769664292034,F,32,F29-32
8110235133610953463,F,26,F24-26
7721656611822393913,M,26,M23-26
-4558099884662659870,M,28,M27-28
-1423290141138356597,M,21,M22-
-8873579165548771178,M,26,M23-26
3351272261536198481,F,27,F27-28
-4265261817694412358,F,27,F27-28
7173098079260067016,F,27,F27-28
-5858633406602593936,M,22,M22-
-4229300215448358576,M,31,M29-31
-7607206484001884626,M,51,M39+
2388901272349025447,M,32,M32-38
7523687606749439708,M,44,M39+
-6751207669980900563,F,25,F24-26
7648658705947996609,F,40,F33-42
6259115594810098063,F,40,F33-42
-3536757164410870802,M,27,M27-28
5456925295287124703,M,27,M27-28
-7749957783685292219,F,31,F29-32
3753505817732268052,M,34,M32-38
6454521924607113090,M,34,M32-38
2774324817259254465,M,25,M23-26
2708231379773196013,F,30,F29-32
-8923143804955486366,F,30,F29-32
-5744167512038679065,F,30,F29-32
6678114820027564794,F,30,F29-32
-3318571117947344864,F,30,F29-32
2280762338755600619,F,30,F29-32
-1026358766827964909,F,30,F29-32
8056507757173718325,M,28,M27-28
-1407913681825342530,F,22,F23-
-6744373590614380739,F,21,F23-
594209613898449912,F,21,F23-
928733013700619019,M,30,M29-31
1983989308147843595,M,22,M22-
-3975165789761144265,M,24,M23-26
-8931101157494118512,M,24,M23-26
5027432489856302348,M,24,M23-26
1807091106746630006,M,28,M27-28
6534241706797727987,F,22,F23-
-3028454018276040892,F,27,F27-28
1488062806358315439,M,18,M22-
483199586277184845,M,30,M29-31
1965390369833748475,F,21,F23-
-4167046604868753348,M,43,M39+
-5597923077717544557,M,22,M22-
-5270737210985540921,M,22,M22-
1605425980312264086,F,25,F24-26
8057132565762619964,F,31,F29-32
-3704654392141819052,F,32,F29-32
-5519684832766478340,F,19,F23-
-1293214545615605633,F,19,F23-
7864792513803525292,F,24,F24-26
8889097445255358732,M,47,M39+
-690535985437528726,M,24,M23-26
-2874677919542781609,M,24,M23-26
-1490175732022808693,F,21,F23-
7701163915800643481,F,21,F23-
-7306813186448151435,F,41,F33-42
3948787755402113239,M,21,M22-
6984484728076615967,M,38,M32-38
-4390685001639575291,F,19,F23-
-329979107097464780,M,29,M29-31
-3296367746126077019,M,26,M23-26
-5433472747586530403,M,23,M23-26
-8755360321217593069,M,30,M29-31
7729295923819448193,M,34,M32-38
-4046798930034824272,M,21,M22-
5679294271544295574,M,21,M22-
4471620288971178978,M,41,M39+
7249108606835560646,M,30,M29-31
-4995814971134694268,M,20,M22-
-6410293246390879828,M,20,M22-
-1765012152540657412,M,36,M32-38
-7599199648443417274,M,33,M32-38
-7745983986349362799,M,62,M39+
-4218584460392490871,F,32,F29-32
7034973479321672262,F,57,F43+
-4478636128547226123,F,20,F23-
3378213612643478588,F,20,F23-
-9094978442188953627,F,20,F23-
-8260513329613386606,M,35,M32-38
-7465998526898296232,F,22,F23-
7060057475738120472,F,22,F23-
7465099809746662279,F,26,F24-26
2542196076214436914,M,22,M22-
8610695989016037155,M,24,M23-26
185401268409462860,M,34,M32-38
620237021889294850,M,19,M22-
1069249194667420858,F,20,F23-
1244758850469576060,F,25,F24-26
-7596165757600860158,M,21,M22-
-4424025195546215079,M,31,M29-31
-7113190294349630364,M,38,M32-38
2751101715222743079,F,21,F23-
3663580938956094549,M,66,M39+
-6632437573531017331,M,66,M39+
-471786808775117930,F,28,F27-28
4964504149899964794,M,43,M39+
-5536578010933234558,M,26,M23-26
4322673007588309756,F,26,F24-26
5773286319440341297,M,35,M32-38
-7513312381142764347,M,38,M32-38
8397324967438210,M,25,M23-26
-374345410936460165,M,32,M32-38
3401117844896373696,M,21,M22-
-4448424080859700262,M,31,M29-31
8862900005705408586,M,19,M22-
1495729100179988678,M,36,M32-38
-390938670425911365,M,19,M22-
1435000529126400140,M,24,M23-26
6311278417451921504,F,32,F29-32
2314367885179390375,F,34,F33-42
-1422038469624303004,F,29,F29-32
3104672882551912025,M,35,M32-38
5032187694328109110,M,36,M32-38
8559706770721237351,M,23,M23-26
1944665159549362256,F,35,F33-42
1179792618952016158,F,35,F33-42
-5603168498764276568,M,21,M22-
2529024061738739526,M,17,M22-
5544628518741379649,M,28,M27-28
-8116429343556808804,F,27,F27-28
-4054859834780749735,F,25,F24-26
6313301826234455881,F,24,F24-26
1300303313972688997,F,22,F23-
-5943860067214981950,M,24,M23-26
5437697371160516102,M,24,M23-26
-7757010228140757259,M,21,M22-
1649303083720526700,M,20,M22-
-3567161881583324326,M,20,M22-
3964358227080490162,M,26,M23-26
6187228618699104192,F,26,F24-26
-174221342740833089,F,23,F23-
-8147476730220486861,F,25,F24-26
5096665813380515660,M,21,M22-
-6655092924086558136,M,21,M22-
1531026886597446560,M,20,M22-
7052576524823838556,M,35,M32-38
5178607734587385157,M,19,M22-
5357850859600600795,M,19,M22-
-7217910481863321983,M,19,M22-
-7969818852598260918,M,20,M22-
8034254065894522677,M,23,M23-26
7793671871073765284,F,45,F43+
5700007968071058433,M,26,M23-26
7222865286433891282,M,26,M23-26
-2362792403331191476,M,21,M22-
-7252703907764755633,M,26,M23-26
3881846974665604369,F,25,F24-26
628707548637216489,F,25,F24-26
-928533546252239647,M,28,M27-28
-5201898847707944036,M,28,M27-28
-7675861545041377154,F,23,F23-
-5724156060277493864,F,23,F23-
9144530010592069273,F,25,F24-26
4977719291422184038,F,26,F24-26
1010884285232711288,M,29,M29-31
-6743492759485379126,M,29,M29-31
4282233021569696192,M,29,M29-31
-5668166830963785735,F,20,F23-
3929032155724889760,F,20,F23-
7834187965609664983,F,20,F23-
8534285917562247819,M,23,M23-26
2003248106331649922,M,31,M29-31
-1636157564329907913,M,22,M22-
-4500853631190008806,F,20,F23-
1088226671468349612,M,29,M29-31
6192402224305704725,M,25,M23-26
3867233657023459477,M,25,M23-26
8693184378709072446,F,28,F27-28
3612718106284201215,M,27,M27-28
1946807404560673019,M,30,M29-31
6602948032310346707,M,26,M23-26
-2954845980150034930,F,20,F23-
6346079740822129599,F,23,F23-
-3354452148245162098,F,24,F24-26
-1712191528279258233,M,28,M27-28
-1948432926983529866,M,24,M23-26
5371359207907872470,M,32,M32-38
895916297856633529,M,39,M39+
8856914885476436884,F,54,F43+
-8674230430238792199,M,26,M23-26
354086553909689364,M,27,M27-28
-7778640833085310238,M,27,M27-28
2785357743315546031,F,46,F43+
-6917313272731917740,M,41,M39+
-6601962188528353005,M,41,M39+
-6675476762898445208,M,40,M39+
5644606195425381750,M,34,M32-38
5436078723723296244,M,43,M39+
-9052059164403424920,M,34,M32-38
4405238459345744438,M,38,M32-38
-7534283352498534711,M,28,M27-28
6852044124028001322,M,28,M27-28
-4912838167286113608,F,34,F33-42
-8036920186809439043,F,20,F23-
4892184691639615228,M,43,M39+
-7990318454514384377,F,37,F33-42
3045914440167180139,M,31,M29-31
-7654691746045759988,M,33,M32-38
4405404896306230607,F,41,F33-42
7845804748029254596,F,31,F29-32
4582456736957691337,M,64,M39+
-4084723385599798598,F,27,F27-28
4394744363350824224,M,27,M27-28
1009828775832336605,M,24,M23-26
5470800626883224213,M,34,M32-38
-7836383090014336707,M,27,M27-28
-6107171816849585574,M,22,M22-
-4751505064112712881,M,22,M22-
4905898673166147252,M,22,M22-
-230681773624852690,M,28,M27-28
-2653963747618400144,F,29,F29-32
-7460141194275681371,F,22,F23-
-6664970224786192574,F,39,F33-42
-466561009093661427,M,30,M29-31
1704139398366866215,M,20,M22-
5868113534865827283,F,27,F27-28
-2080254389452579585,M,29,M29-31
3466774640929846140,M,29,M29-31
2629293013880720551,M,29,M29-31
6147372530121898784,M,29,M29-31
-7788975959197272009,M,22,M22-
-2006286882612703773,M,22,M22-
-3068237937100705876,M,28,M27-28
4848705774299054451,F,23,F23-
7402305987149039985,F,23,F23-
4830672104295843996,F,29,F29-32
-1713834167205403452,M,27,M27-28
7621114959616906684,F,26,F24-26
-6114927914545821583,F,26,F24-26
-7845561943441724927,F,26,F24-26
-3329156769727381123,F,23,F23-
-742213354570093497,M,27,M27-28
5007956106214358552,M,21,M22-
6580030382319956890,F,51,F43+
-4862959354380211470,M,33,M32-38
3603057878148675494,F,54,F43+
-2902510048307052735,M,25,M23-26
-4127328316085953209,F,28,F27-28
-309392487426554845,M,19,M22-
-293409529248141776,M,24,M23-26
6220758860487874088,M,24,M23-26
-4509061393441972101,M,31,M29-31
-1491631902846560888,M,31,M29-31
8103126015956438159,F,33,F33-42
2946527051129978772,M,26,M23-26
722486387702416278,F,29,F29-32
-1629724231208478506,M,43,M39+
5697524743076631543,M,21,M22-
7612141445610065902,M,21,M22-
4546387410995381202,M,24,M23-26
6148401229019199979,M,36,M32-38
965018378994484358,M,34,M32-38
387904771848178909,F,22,F23-
8809358271241893789,F,22,F23-
8331074404704780203,F,22,F23-
-1641933623729362638,M,26,M23-26
448109680578276177,M,20,M22-
4667072668572898336,F,24,F24-26
-4610326104524818765,M,31,M29-31
-6327553485499434571,M,29,M29-31
-7981541471731639397,M,20,M22-
-3037962666046808087,M,35,M32-38
6690445283483518373,M,37,M32-38
-612879041226159395,F,23,F23-
6294839272100710237,F,24,F24-26
-4718271394168625455,M,16,M22-
-2297316235194541601,M,33,M32-38
-7586458631495316244,M,26,M23-26
-339732223878838172,F,22,F23-
-161569541085595607,F,26,F24-26
6594646054163242442,M,31,M29-31
-7911457110233957786,M,26,M23-26
-8893665649822912015,F,26,F24-26
-6278504916070327253,F,55,F43+
-2698743085003583352,F,41,F33-42
1821809192721249765,F,62,F43+
7965158967059964879,F,35,F33-42
-7047596037344697961,F,96,F43+
-7281368521643485074,F,42,F33-42
-2375655447181312128,M,35,M32-38
2195857771402123024,M,30,M29-31
-6885385827845785064,M,23,M23-26
-2086400866359268448,M,56,M39+
7695306059514681751,M,32,M32-38
859362613304241447,F,24,F24-26
1882134130921961222,M,24,M23-26
-688531835164053419,F,24,F24-26
-7242906002272159800,F,25,F24-26
5661785077804733396,M,35,M32-38
1590915314334811072,M,24,M23-26
-1383915043555040942,F,27,F27-28
-8405168551038360338,M,21,M22-
7755101125014025577,M,21,M22-
-2424807952368312178,F,23,F23-
311853454515891103,F,23,F23-
7823481132355592936,M,18,M22-
-3783291105465082174,M,21,M22-
155472993788952556,F,51,F43+
5842344419263927268,F,51,F43+
-2890240755849968532,F,51,F43+
2941559375000975177,F,51,F43+
-6356258739211690148,M,25,M23-26
8496454933599442222,M,36,M32-38
6580897467890695970,M,29,M29-31
5881690160280087835,F,29,F29-32
-8855083362896552031,F,29,F29-32
-4559882965543948631,F,29,F29-32
-907104342883180688,M,26,M23-26
-1808110911247734630,M,26,M23-26
-4679094617832829680,M,23,M23-26
-9065472209919607571,M,19,M22-
4700824572328348816,M,29,M29-31
1387418815725573868,M,28,M27-28
7383930897051302111,M,23,M23-26
9188977403339772569,M,19,M22-
5481782841864326543,M,19,M22-
3372759130296844811,M,37,M32-38
6588560047502510635,F,37,F33-42
3892728194091787020,M,23,M23-26
5297362339746151648,M,25,M23-26
2603608793562645449,M,27,M27-28
3180445851354142435,M,43,M39+
6560162074646884991,F,37,F33-42
2726375959333615454,F,37,F33-42
-1857024458835737107,M,37,M32-38
-7776820755845719623,F,19,F23-
1757863358000099183,F,27,F27-28
6204745723841571892,F,26,F24-26
-440417038809633971,F,22,F23-
74508688600606769,M,35,M32-38
7136057906309574890,M,53,M39+
2920503149207166590,M,42,M39+
-509067942779601771,M,42,M39+
7227471020134911795,M,61,M39+
-4279208802258079050,M,24,M23-26
-5328167926228954725,M,19,M22-
-326334404857450119,M,29,M29-31
-2294010454761383549,M,47,M39+
2661245984446956583,M,47,M39+
-1409719300317253155,F,22,F23-
3141854619876089059,M,25,M23-26
-594711597881402752,M,41,M39+
-2413218873275035805,M,22,M22-
-8990593331268788791,F,40,F33-42
-4390811730690344386,M,33,M32-38
3266202062066048242,M,21,M22-
-7165635156926407966,F,23,F23-
-7886053629274145413,M,36,M32-38
-6748410664447611283,M,36,M32-38
6081803806423457905,M,36,M32-38
8362402473729729443,M,46,M39+
-7756987540563950900,M,22,M22-
-4401622178920791922,M,23,M23-26
-3949495044490026074,M,35,M32-38
-4368304086848331223,M,61,M39+
5011563061759847814,M,29,M29-31
-351336284897602592,F,34,F33-42
-5065417798621313929,M,57,M39+
8945346455457728894,M,24,M23-26
-6262989221954634811,F,23,F23-
-8008573166004822934,M,27,M27-28
-4436044845315390173,M,35,M32-38
-7490479176868771482,F,20,F23-
6205692194278378477,F,32,F29-32
-8641047833322820630,F,30,F29-32
-8634491770282149005,M,22,M22-
-2229305109669542174,F,22,F23-
-6533739614408193650,F,22,F23-
-1485847639465224045,M,23,M23-26
4884514248241237711,M,25,M23-26
-5233548192630017243,M,25,M23-26
992838719265656762,F,47,F43+
3757297165513092211,M,33,M32-38
3371155894388331493,M,20,M22-
-6106697006566092139,M,20,M22-
7781764087776895405,M,76,M39+
9008209922450979985,M,28,M27-28
-1328690361380046381,M,28,M27-28
-922974659134875167,M,23,M23-26
9119200374658637870,M,26,M23-26
-6822846597800440832,M,26,M23-26
6364206277211502337,M,25,M23-26
6470284423686301019,M,39,M39+
5591998708663371696,M,27,M27-28
2844831658308797038,M,35,M32-38
-6771504672367402469,F,25,F24-26
-4615716484246404945,M,55,M39+
6064376889843740902,F,20,F23-
-7843748750920239184,M,34,M32-38
-4682431785316854483,F,26,F24-26
6303240109425690783,M,52,M39+
4326884608419501390,M,48,M39+
8876183253943658232,M,21,M22-
-5527448278111316840,M,26,M23-26
9078567273837132894,M,26,M23-26
-1896466564661765017,M,26,M23-26
-4844940958074725168,F,21,F23-
3100319376323747999,M,34,M32-38
-7273063759644064126,M,24,M23-26
7168360018261241231,M,24,M23-26
3087184292981504238,M,45,M39+
8430784585339466649,M,20,M22-
5191071674460610847,M,26,M23-26
6133740726948804375,M,59,M39+
-231815432814429273,M,28,M27-28
-6248246219023717457,F,22,F23-
799785773940718836,M,27,M27-28
-3887258806834993871,M,31,M29-31
-7096468467942454355,M,31,M29-31
-2282837942581706136,M,31,M29-31
-5562411918839260725,M,33,M32-38
-909606437831190802,M,24,M23-26
3717789232192749353,M,24,M23-26
2476953589881699893,M,33,M32-38
1937313553042606870,F,66,F43+
4899126251757611186,M,29,M29-31
-7390033520644362938,F,62,F43+
3017014922206442324,M,26,M23-26
9151583524788971346,F,21,F23-
-4187970197954621207,M,43,M39+
-185586081405631246,F,31,F29-32
-3978726608115531833,M,45,M39+
4336677031306730703,M,45,M39+
1047392116775251493,M,29,M29-31
2611078844084114124,M,29,M29-31
-1587209982895970033,F,48,F43+
5438873127146086766,F,44,F43+
-4804032008560059748,M,26,M23-26
427112673666532316,M,20,M22-
-2782001192071613445,F,32,F29-32
3150776586141087131,F,32,F29-32
-2433926929401534333,M,35,M32-38
-7658450812609204623,M,30,M29-31
-5894533554460116500,F,38,F33-42
-7510050871665411704,M,22,M22-
-2284842195856751979,M,71,M39+
5208110353624418514,F,27,F27-28
-7023263853527028846,M,31,M29-31
2944976370437590770,M,26,M23-26
1026538851849778444,M,39,M39+
-6091358880210624990,M,22,M22-
2668465248418942388,M,22,M22-
-674858482261964633,F,29,F29-32
5779874014316816926,M,47,M39+
-3984307936494860410,F,21,F23-
-1330802497821410341,M,22,M22-
637765079572817052,M,22,M22-
5638940117996371458,M,29,M29-31
-8060006852957807962,F,44,F43+
6083722372251231386,F,44,F43+
-5905905894282141601,F,31,F29-32
-3209807356960665361,F,51,F43+
423511127625098223,F,51,F43+
-6192419425014396968,F,51,F43+
7605226115553922609,M,51,M39+
-8400232619900354703,M,45,M39+
420678372283173470,F,27,F27-28
3952905072530994196,M,24,M23-26
-7912747743609882206,F,24,F24-26
668358931173148683,M,42,M39+
-2717734670273324881,F,22,F23-
5422085396520073734,M,26,M23-26
-4752753154071240335,F,24,F24-26
7952049346900988066,M,22,M22-
829779105941895176,F,43,F43+
6707253408724017555,M,27,M27-28
9061168405050069104,M,33,M32-38
-2200884887025959123,M,28,M27-28
4368161649782742871,M,47,M39+
-4440342317882398884,M,26,M23-26
5527879156909044781,F,30,F29-32
-3165588106327889928,M,27,M27-28
4940470469972165699,M,29,M29-31
3246728733227875402,M,27,M27-28
-6810792140345659045,F,25,F24-26
-6575037901455341948,F,32,F29-32
2301730735868045213,F,30,F29-32
-4223579112195788138,M,45,M39+
3323092326058320908,M,37,M32-38
-4525900052180696346,M,36,M32-38
3801202413684364759,F,23,F23-
-6117322720434382936,F,25,F24-26
8370048086738034178,F,51,F43+
8915610511958695063,M,55,M39+
1098437658427051311,M,32,M32-38
-4884205646661643918,M,32,M32-38
7201207407837765165,M,36,M32-38
-8918144709548830147,M,36,M32-38
-8750656704128843455,M,45,M39+
-6646951718015255079,F,30,F29-32
-3086288025183712102,F,27,F27-28
-294394206523264108,M,25,M23-26
-6500836125170467555,F,21,F23-
3866356535357469001,F,28,F27-28
6425471757383707667,F,26,F24-26
-2057489954573387306,F,40,F33-42
3054644973573758208,F,27,F27-28
7758697988783998059,F,20,F23-
-5568609140246302302,F,20,F23-
2320004570235027277,F,26,F24-26
-4783263989360819772,M,23,M23-26
-1509113910693001366,M,42,M39+
7104293118457161312,M,27,M27-28
6006881228157144516,F,27,F27-28
9168619232535229406,M,29,M29-31
7914762080798859058,F,32,F29-32
4494364179439811570,F,32,F29-32
9159712644038348395,M,23,M23-26
4871936986411312806,M,25,M23-26
260658026825808071,M,27,M27-28
-8731260454936182411,M,27,M27-28
5110395109814691857,M,33,M32-38
-3822704882618689757,M,33,M32-38
-2617503345562320238,M,33,M32-38
-430262531098571859,M,22,M22-
993637559190350186,M,23,M23-26
-7021219558352275979,M,27,M27-28
-368891589199057645,F,26,F24-26
4689403745474089367,F,27,F27-28
1337679973921692820,M,23,M23-26
3036717248131352234,F,28,F27-28
-2589190089794338578,M,43,M39+
6625638433380630595,M,43,M39+
-1298668774396950692,M,48,M39+
-8640078209044694509,F,24,F24-26
5714464958077389628,F,24,F24-26
8470056818325452690,M,27,M27-28
3736963183559507851,M,31,M29-31
-6325619714668587801,F,43,F43+
2916213203476019136,M,32,M32-38
469733836358349444,M,23,M23-26
2149519771251435472,M,30,M29-31
421855460525425909,F,49,F43+
2540275565726261842,F,53,F43+
8337070932727862806,F,53,F43+
5350319035881401014,M,29,M29-31
-3516539063838213993,M,29,M29-31
-5749592545900853985,M,29,M29-31
-419200345168638206,F,27,F27-28
8323683672557557344,M,36,M32-38
-243186812835285661,M,22,M22-
8759937116324165442,M,26,M23-26
-6407681128593301580,M,57,M39+
-1414911984137647621,M,27,M27-28
-4971735094279172606,M,27,M27-28
-359113519477974538,M,27,M27-28
7433413835573638494,M,35,M32-38
-3301013251274367931,M,31,M29-31
-4227690389772574065,M,39,M39+
2379815323166892726,M,28,M27-28
-4914650398478216333,M,54,M39+
-5349360818955701408,M,31,M29-31
-839014264041161580,M,33,M32-38
4526465857516676369,M,34,M32-38
8653449605633014496,M,22,M22-
-1249992744377539143,F,25,F24-26
4195239625918908998,M,56,M39+
8010200415409131945,M,21,M22-
245616797716186235,M,36,M32-38
8200379992500478849,M,34,M32-38
-8379903531894411253,F,46,F43+
-8112539936506482690,F,46,F43+
-3020986649687939674,M,28,M27-28
-3435121045444177990,M,23,M23-26
2615351616418790697,M,29,M29-31
-9223067244542181226,M,24,M23-26
-9145267990384658662,F,38,F33-42
-5390957568201322541,F,28,F27-28
