event_id,device_id,timestamp,longitude,latitude
1352,3254472739197307790,2016-05-04 01:36:33,0.00,0.00
1353,394352668252551259,2016-05-04 01:57:18,121.52,31.19
1354,-3971573605151318570,2016-05-04 01:18:59,104.05,30.79
1355,-673595964636567121,2016-05-04 01:20:28,1.00,1.00
1356,-2511395840834729980,2016-05-04 01:22:50,106.83,39.69
1357,-2581459494059936623,2016-05-04 01:23:17,0.00,0.00
1358,7521690260151814034,2016-05-04 01:25:13,121.25,31.40
1359,-3758000721832543774,2016-05-04 01:26:34,0.00,0.00
1360,7366745914244420590,2016-05-04 01:46:03,121.08,30.96
1361,-7335675747890320104,2016-05-04 01:47:18,104.07,30.66
1362,-6355080534779026510,2016-05-04 01:51:12,114.38,30.48
1363,3915082290673137129,2016-05-04 01:38:27,0.00,0.00
1364,8409256552176933145,2016-05-04 01:39:08,111.99,27.74
1365,3915082290673137129,2016-05-04 01:40:55,116.39,39.91
1366,-1557589971829476049,2016-05-04 01:42:55,123.92,41.88
1367,-8579738459946122788,2016-05-04 01:44:57,121.22,30.95
1368,-2241630667689903982,2016-05-04 01:44:59,114.34,36.08
1369,219130039917567367,2016-05-04 01:48:45,0.00,0.00
1370,-4647793618675398252,2016-05-04 01:32:31,0.00,0.00
1371,-5964671984499662950,2016-05-04 01:33:23,113.39,36.51
1372,-6172682935133816702,2016-05-04 01:34:18,118.87,28.95
1373,-3225063637973758517,2016-05-04 01:31:23,114.56,38.08
1374,-6482834098684966835,2016-05-04 00:54:21,106.83,27.55
1375,5909020508990054408,2016-05-04 00:59:29,104.00,30.00
1376,-1595799267904908587,2016-05-04 01:43:27,121.54,31.27
1377,4883507618944613111,2016-05-04 01:14:57,114.40,30.52
1378,5457770118811938655,2016-05-04 01:15:25,116.38,39.94
1379,-6392318618502923178,2016-05-04 01:08:09,116.36,23.26
1380,-6029031606026383573,2016-05-04 01:12:25,0.00,0.00
1381,3020769016382465619,2016-05-04 01:53:18,131.16,46.63
1382,7198919234780809858,2016-05-04 01:53:57,113.15,23.18
1383,1210097034744626081,2016-05-04 01:59:02,104.28,30.97
1384,3915082290673137129,2016-05-04 01:04:34,116.39,39.91
1385,7168874581890661938,2016-05-04 01:02:38,113.12,23.04
1386,-6497312826034683994,2016-05-04 01:04:33,0.00,0.00
1387,-7003537111150231922,2016-05-04 01:06:40,113.38,22.98
1388,2127093668282925075,2016-05-04 01:05:03,117.18,35.05
1389,5566471196428893351,2016-05-04 01:05:43,105.34,30.14
1390,7011511313708699738,2016-05-04 01:46:15,123.39,41.73
1391,-1329241152650498654,2016-05-04 01:47:30,0.00,0.00
1392,-316187245699098350,2016-05-04 01:44:51,114.30,30.60
1393,6608044227866940944,2016-05-04 01:04:17,108.94,34.29
1394,-7158212860289106842,2016-05-04 01:04:34,121.07,28.29
1395,7119365249493918229,2016-05-04 01:05:41,0.00,0.00
1396,7166292701628596571,2016-05-04 01:06:48,114.20,30.57
1397,1186608308763918427,2016-05-04 01:50:30,0.00,0.00
1398,1186608308763918427,2016-05-04 01:52:35,116.97,36.61
1399,4411087603827460342,2016-05-04 01:03:40,114.10,22.82
1400,7292556204189795305,2016-05-04 01:08:10,121.49,31.15
1401,5157882718569723630,2016-05-04 01:05:10,0.00,0.00
1402,-1622890723291794141,2016-05-04 01:05:03,0.00,0.00
1403,7251033318523935615,2016-05-04 01:05:29,121.41,31.18
1404,-2496456818096112453,2016-05-04 01:06:20,0.00,0.00
1405,8712370644448825829,2016-05-04 01:07:08,0.00,0.00
1406,2417065257417666822,2016-05-04 01:42:03,113.40,28.21
1407,-8345274263736281074,2016-05-04 01:46:49,0.00,0.00
1408,-9169850355110102287,2016-05-04 01:47:39,116.66,23.51
1409,2362931132455125130,2016-05-04 01:48:53,120.76,31.65
1410,628707548637216489,2016-05-04 01:15:47,117.04,32.65
1411,-5039714179711289359,2016-05-04 01:40:37,113.66,23.06
1412,8409997191786565723,2016-05-04 01:55:54,0.00,0.00
1413,7945909580127703759,2016-05-04 01:56:18,114.42,23.06
1414,-5492257379977025099,2016-05-04 01:21:56,117.26,39.12
1415,8506034984834829584,2016-05-04 01:18:27,109.94,34.80
1416,7510487090510425940,2016-05-05 01:21:23,0.00,0.00
1417,-745634096323341427,2016-05-05 01:33:06,116.34,39.95
1418,-745634096323341427,2016-05-05 01:32:28,116.34,39.95
1419,-8429431102841642050,2016-05-05 01:38:37,0.00,0.00
1420,8767986409222440387,2016-05-05 01:39:48,113.21,23.14
1421,-6633252998374992796,2016-05-05 01:40:34,114.14,22.62
1422,4227434477582339244,2016-05-05 01:23:07,104.05,30.56
1423,8339429008953975436,2016-05-05 01:45:58,118.10,39.61
1424,2918344912131937003,2016-05-05 00:58:26,0.00,0.00
1425,-2207241092761911130,2016-05-05 00:59:37,101.72,36.56
1426,-6091801612869880578,2016-05-05 01:30:19,113.20,23.03
1427,-8705128918819769812,2016-05-05 01:03:38,123.23,41.74
1428,-3415614701753364170,2016-05-05 01:05:05,0.00,0.00
1429,-6383951950327298754,2016-05-05 01:04:40,120.20,30.27
1430,-4178521401060954260,2016-05-05 01:06:07,0.00,0.00
1431,-2403391136745078767,2016-05-05 01:05:46,110.20,39.28
1432,-2730693197922037841,2016-05-05 01:07:05,0.00,0.00
1433,-921965857466526306,2016-05-05 01:56:16,0.00,0.00
1434,-8469854388006282064,2016-05-05 01:52:58,116.43,39.94
1435,4057563119654029160,2016-05-05 01:10:04,0.00,0.00
1436,2631153515035397352,2016-05-05 01:13:34,113.35,22.93
1437,-7704822995098360095,2016-05-05 01:15:04,0.00,0.00
1438,-2636398484443306337,2016-05-05 01:16:24,118.24,24.64
1439,3986122077307577406,2016-05-05 00:54:47,111.30,23.49
1440,-4172404290623287151,2016-05-05 01:00:23,113.20,40.02
1441,-5809457695014367848,2016-05-05 01:18:38,0.00,0.00
1442,769666885981222881,2016-05-05 01:37:10,104.09,30.66
1443,-7893824316001319074,2016-05-05 01:38:26,120.29,31.55
1444,2771516290634663640,2016-05-05 01:41:24,116.23,39.91
1445,-4705364795411462565,2016-05-05 01:30:33,105.76,29.49
1446,3477368667725561691,2016-05-05 01:31:38,108.41,22.84
1447,-5640801791634549392,2016-05-05 01:32:16,120.72,30.74
1448,4229754489691870487,2016-05-05 01:33:45,121.44,29.91
1449,-7360914806355695351,2016-05-05 01:39:06,119.47,36.64
1450,-2710651874579543640,2016-05-05 01:36:34,108.93,34.33
1451,-1744237594054651317,2016-05-05 01:43:21,114.95,25.84
1452,-448640012476664702,2016-05-05 01:44:51,115.65,37.74
1453,-5640801791634549392,2016-05-05 01:45:22,120.72,30.74
1454,-3522557654527042515,2016-05-05 01:31:36,116.81,33.98
1455,-8705128918819769812,2016-05-05 01:32:20,123.23,41.74
1456,3906790300662712979,2016-05-05 01:34:21,122.89,47.51
1457,7836894563923872488,2016-05-05 01:30:04,120.45,32.54
1458,-1170950896505485717,2016-05-06 01:27:35,113.84,33.94
1459,4782582047729166353,2016-05-06 01:28:50,114.47,38.03
1460,-3130919019654098968,2016-05-06 01:29:36,111.75,37.12
1461,4774326897757296915,2016-05-06 01:30:28,0.00,0.00
1462,956134388061670005,2016-05-06 01:34:15,0.00,0.00
1463,6869721599836216245,2016-05-06 01:48:39,112.97,28.20
1464,5992263074321855718,2016-05-06 01:50:20,119.75,36.36
1465,-4201739529186450645,2016-05-06 01:36:34,116.37,39.97
1466,3449749188242494744,2016-05-06 01:37:37,121.50,31.76
1467,-6127814517425407756,2016-05-06 01:38:59,118.98,33.53
1468,-4201739529186450645,2016-05-06 01:42:34,116.37,39.97
1469,2735525099593235471,2016-05-06 01:44:13,0.00,0.00
1470,4229754489691870487,2016-05-06 00:58:16,121.44,29.91
1471,2397851461265041141,2016-05-06 01:01:59,112.63,26.88
1472,4229754489691870487,2016-05-06 01:02:49,121.44,29.91
1473,-369203162404627148,2016-05-06 01:00:59,0.00,0.00
1474,689942788065998208,2016-05-06 01:50:51,0.00,0.00
1475,-8852515990682117076,2016-05-06 01:05:37,0.00,0.00
1476,-7337952550092307783,2016-05-06 01:06:36,118.25,28.69
1477,-6838887460573136624,2016-05-06 01:27:20,114.14,23.23
1478,4469098896588819109,2016-05-06 01:13:11,113.34,23.13
1479,3084701927871500055,2016-05-06 01:14:06,0.00,0.00
1480,5182011126278838177,2016-05-06 01:17:54,117.19,34.27
1481,-3633251093085956540,2016-05-06 01:18:54,113.56,37.88
1482,6119700351505991797,2016-05-06 01:06:22,116.41,40.09
1483,-8295895346874348777,2016-05-06 01:46:10,112.24,22.89
1484,6895857950273675493,2016-05-06 01:01:09,0.00,0.00
1485,6274115063946558675,2016-05-06 01:03:02,110.34,20.06
1486,-17299534936664237,2016-05-06 01:03:18,0.00,0.00
1487,1385577097943461219,2016-05-06 01:21:43,120.71,31.23
1488,5720604578351855317,2016-05-06 01:23:24,121.35,31.31
1489,2208163052802604174,2016-05-06 01:15:40,0.00,0.00
1490,-563333606900826189,2016-05-06 01:04:06,114.03,22.66
1491,-6400925662571330196,2016-05-06 01:05:03,0.00,0.00
1492,2032704822400928655,2016-05-06 01:01:46,0.00,0.00
1493,-3746248670824158209,2016-05-06 01:07:08,123.47,41.82
1494,4243006768614465627,2016-05-06 01:07:59,0.00,0.00
1495,-3746248670824158209,2016-05-06 01:12:11,123.47,41.82
1496,-1473048783112990080,2016-05-06 01:09:08,121.46,31.20
1497,4913138575583108810,2016-05-06 01:10:44,109.98,27.54
1498,1263125080953224429,2016-05-06 01:11:18,0.00,0.00
1499,-3746248670824158209,2016-05-06 01:12:10,123.47,41.82
1500,-126665215474562445,2016-05-06 01:01:29,110.33,20.00
1501,-2287778573906666820,2016-05-06 01:02:02,112.83,22.63
1502,2327708201167186440,2016-05-06 01:07:15,104.10,30.59
1503,-1086079967197442674,2016-05-06 01:04:22,0.00,0.00
1504,4781715902598707331,2016-05-06 01:09:06,0.00,0.00
1505,5110704327227763597,2016-05-06 01:10:05,0.00,0.00
1506,4781715902598707331,2016-05-06 01:06:57,0.00,0.00
1507,1719296021228765961,2016-05-06 01:11:44,0.00,0.00
1508,-933992182710246359,2016-05-06 00:56:37,104.00,30.00
1509,4587925314548797264,2016-05-06 00:57:50,113.37,23.13
1510,7778871613445583492,2016-05-06 01:03:21,113.88,22.60
1511,-2379073289790701197,2016-05-06 01:36:30,111.61,26.24
1512,-3368513006939168500,2016-05-06 01:37:49,114.25,22.67
1513,7352062601098090044,2016-05-06 00:56:45,87.62,43.76
1514,5097517470697649282,2016-05-06 00:57:57,0.00,0.00
1515,4776748514578198876,2016-05-06 01:38:06,106.31,38.51
1516,8792731604734855535,2016-05-06 01:30:05,0.00,0.00
1517,-9127983430276123114,2016-05-06 01:19:03,119.25,26.05
1518,4839984114455319090,2016-05-06 01:19:57,113.61,23.12
1519,4993838246678070725,2016-05-06 01:26:54,0.00,0.00
1520,-5798174891735241539,2016-05-06 01:30:57,0.00,0.00
1521,9121497743131065114,2016-05-06 01:33:44,0.91,0.74
1522,9121497743131065114,2016-05-06 01:37:00,0.91,0.74
1523,9018777951655690740,2016-05-06 01:57:13,111.03,35.11
1524,-6690034144907859500,2016-05-06 01:30:53,0.00,0.00
1525,3915082290673137129,2016-05-06 01:32:50,0.00,0.00
1526,-4334344903191055240,2016-05-06 01:18:29,121.44,31.34
1527,4485646050066882214,2016-05-06 01:19:26,112.99,28.15
1528,564872902765941559,2016-05-06 01:20:15,123.38,41.79
1529,2194335902752860408,2016-05-06 01:32:17,0.00,0.00
1530,326016565777870852,2016-05-06 01:15:11,123.46,41.84
1531,637967074351868446,2016-05-06 01:15:55,114.70,23.00
1532,912061692877886583,2016-05-06 01:16:34,121.14,31.21
1533,1186608308763918427,2016-05-06 01:17:43,117.64,24.54
1534,-1284811672630704451,2016-05-06 01:12:56,113.90,22.77
1535,-8482881338869083180,2016-05-06 01:13:34,0.00,0.00
1536,-803732669999853346,2016-05-06 01:26:35,129.34,44.17
1537,-607585406725632884,2016-05-06 01:27:08,1.00,1.00
1538,2204630292293186059,2016-05-06 01:28:24,118.15,39.63
1539,2936037195330218298,2016-05-06 01:27:49,116.30,39.98
1540,-607585406725632884,2016-05-06 01:29:42,1.00,1.00
1541,1186608308763918427,2016-05-06 01:30:44,120.32,36.08
1542,-9218769147970107256,2016-05-06 01:26:24,112.33,28.60
1543,-4591681763045912477,2016-05-06 01:32:50,113.79,22.82
1544,-1883629575478589744,2016-05-06 01:34:28,104.01,30.54
1545,8330842631357945048,2016-05-06 01:35:15,0.00,0.00
1546,-8972483106221612558,2016-05-06 01:36:16,119.05,28.94
1547,-4439671325880658547,2016-05-06 01:37:48,126.38,45.53
1548,8461286662739940493,2016-05-06 01:37:46,0.00,0.00
1549,-8827185666753473003,2016-05-06 01:38:22,0.00,0.00
1550,6497531664561574352,2016-05-06 01:34:37,0.00,0.00
1551,7538268354723975209,2016-05-07 01:04:25,0.00,0.00
1552,5207274856811052190,2016-05-07 01:06:06,111.07,35.10
1553,5929786679970444967,2016-05-07 01:05:37,116.36,40.09
1554,1419049436356739546,2016-05-07 01:06:34,0.00,0.00
1555,3074308677943390456,2016-05-07 01:07:29,108.58,34.42
1556,5761336352780483845,2016-05-07 01:17:44,0.00,0.00
1557,4069764298338766311,2016-05-07 01:19:13,116.42,36.24
1558,-4912313799611459867,2016-05-07 01:27:47,115.25,24.10
1559,3074308677943390456,2016-05-07 01:46:44,108.58,34.42
1560,8062033614594911517,2016-05-07 01:47:05,113.92,22.65
1561,3074308677943390456,2016-05-07 01:47:42,108.58,34.42
1562,-3635304859655899084,2016-05-07 01:48:19,112.21,23.93
1563,6062961108603843623,2016-05-07 01:10:53,116.47,39.92
1564,1655474433233029953,2016-05-07 01:12:39,0.00,0.00
1565,-4795745408967484794,2016-05-07 01:13:26,0.00,0.00
1566,9203700427918537802,2016-05-07 01:16:29,0.00,0.00
1567,3074308677943390456,2016-05-07 01:29:52,108.58,34.42
1568,3074308677943390456,2016-05-07 01:25:54,108.58,34.42
1569,-3194603793800755612,2016-05-07 01:36:26,0.00,0.00
1570,3074308677943390456,2016-05-07 01:37:27,108.58,34.42
1571,3074308677943390456,2016-05-07 01:44:17,108.58,34.42
1572,-811634378140318156,2016-05-07 01:41:17,117.24,31.85
1573,3074308677943390456,2016-05-07 01:45:53,108.58,34.42
1574,3114242858966936759,2016-05-07 01:50:37,117.16,35.09
1575,5020626567585981449,2016-05-07 01:55:24,118.83,32.03
1576,-7711098161731630261,2016-05-07 01:52:02,108.89,23.82
1577,-7744542152580358683,2016-05-07 01:54:31,0.00,0.00
1578,-4405852009359602586,2016-05-07 01:55:13,109.22,34.37
1579,-2974551599413394714,2016-05-07 01:44:02,0.00,0.00
1580,2691489508632277320,2016-05-07 01:48:31,0.00,0.00
1581,6223601631345312485,2016-05-07 01:41:31,116.31,39.99
1582,1092925305202512366,2016-05-07 01:49:32,115.93,28.68
1583,9206538029661406976,2016-05-07 01:49:53,112.91,28.23
1584,-8034836865745321325,2016-05-07 01:01:16,119.97,31.71
1585,-2802019630222651784,2016-05-07 01:02:03,112.75,37.38
1586,-8034836865745321325,2016-05-07 01:03:36,119.97,31.71
1587,-2802019630222651784,2016-05-07 01:03:04,112.75,37.38
1588,-2802019630222651784,2016-05-07 01:04:04,112.75,37.38
1589,-8034836865745321325,2016-05-07 01:04:51,119.97,31.71
1590,-8122055245108816230,2016-05-07 01:38:41,117.00,32.63
1591,-3746248670824158209,2016-05-07 01:40:05,123.47,41.82
1592,-1899449803894806467,2016-05-07 01:41:55,121.47,31.24
1593,-3746248670824158209,2016-05-07 01:45:05,123.47,41.82
1594,-6712614339459440338,2016-05-07 01:50:17,113.89,22.58
1595,-8122055245108816230,2016-05-07 01:52:38,117.00,32.63
1596,-7462125493412090415,2016-05-07 01:35:20,104.01,30.75
1597,-1731234644045932770,2016-05-07 00:55:46,1.00,1.00
1598,-5301912123157581145,2016-05-07 01:01:20,116.23,39.92
1599,8908870332804781645,2016-05-07 00:56:18,113.10,36.16
1600,-6245867196994663226,2016-05-07 00:58:02,120.18,32.21
1601,6223601631345312485,2016-05-07 01:25:21,116.31,39.99
1602,6470192741881123528,2016-05-07 01:04:42,112.55,32.96
1603,-2483018871922898340,2016-05-07 01:05:04,0.00,0.00
1604,1360855363242252240,2016-05-07 01:06:27,113.30,40.12
1605,3915082290673137129,2016-05-07 01:07:29,116.39,39.91
1606,1360855363242252240,2016-05-07 01:07:58,113.30,40.12
1607,-2951144887885527578,2016-05-07 01:25:54,0.00,0.00
1608,813765451677608485,2016-05-07 01:26:39,113.43,22.53
1609,-4241724080376372148,2016-05-07 01:29:57,0.00,0.00
1610,909094381583681717,2016-05-07 01:28:25,0.00,0.00
1611,1280777633589722246,2016-05-07 01:33:52,118.09,24.58
1612,7321531402539426952,2016-05-07 01:49:42,113.32,23.09
1613,7321531402539426952,2016-05-07 01:51:07,113.32,23.09
1614,-9205645091197548271,2016-05-07 00:58:46,113.80,22.73
1615,2380239967151317086,2016-05-07 01:44:53,114.83,36.62
1616,-3440786444775204221,2016-05-07 01:04:41,0.00,0.00
1617,-7527312216729217224,2016-05-07 01:01:08,0.00,0.00
1618,-8157917553990093697,2016-05-07 01:02:04,0.00,0.00
1619,2698525505202181803,2016-05-07 01:55:57,110.07,21.90
1620,7641278774309834465,2016-05-07 01:36:16,114.25,30.53
1621,-5806464754372235179,2016-05-07 01:37:41,0.00,0.00
1622,9109830138692833261,2016-05-07 01:15:41,118.39,31.47
1623,3682949292667266649,2016-05-07 01:22:25,121.50,31.07
1624,9109830138692833261,2016-05-07 01:21:28,118.39,31.47
1625,6062961108603843623,2016-05-07 01:18:56,116.47,39.92
1626,-7221009262433618093,2016-05-07 01:23:09,116.16,24.66
1627,-384372628064082747,2016-05-07 01:24:34,107.51,31.19
1628,-3724288880857083612,2016-05-07 01:30:21,0.00,0.00
1629,-8551727650067448372,2016-05-07 01:40:25,117.05,36.19
1630,-341683234949112611,2016-05-07 01:42:22,1.00,1.00
1631,-6634875904658832684,2016-05-07 01:48:46,118.84,35.59
1632,4069764298338766311,2016-05-07 01:06:30,116.42,36.24
1633,1779631023439405334,2016-05-07 01:07:15,114.25,30.58
1634,-1239301035483277221,2016-05-07 01:08:04,118.65,37.46
1635,4606568263684728923,2016-05-07 01:27:37,115.09,40.59
1636,-4817472425357526495,2016-05-07 01:28:30,104.39,31.13
1637,7504302904428222483,2016-05-01 02:17:11,0.00,0.00
1638,8461286662739940493,2016-05-01 02:19:04,0.00,0.00
1639,-3251412785674519448,2016-05-01 02:05:24,120.17,30.25
1640,-3922321840416494764,2016-05-01 02:06:30,111.96,21.85
1641,8656930911885790726,2016-05-01 02:04:46,115.26,33.05
1642,-516594427790026278,2016-05-01 02:05:53,120.52,30.73
1643,656236815094512043,2016-05-01 02:09:38,114.94,26.79
1644,-2449726623404699714,2016-05-01 02:27:16,113.26,22.66
1645,6713675860832011716,2016-05-01 02:28:20,118.06,36.81
1646,-4968227083475315070,2016-05-01 02:49:36,0.00,0.00
1647,3616505662814467425,2016-05-01 02:25:37,120.54,30.63
1648,635053868561314388,2016-05-01 02:01:41,116.68,39.51
1649,-3621597192443607898,2016-05-01 02:31:06,113.11,28.22
1650,-1918105925098095847,2016-05-01 02:32:32,116.99,39.40
1651,-545519393563614109,2016-05-01 02:34:39,116.32,40.07
1652,-8371444428465225301,2016-05-01 02:42:04,0.00,0.00
1653,7260184393570369148,2016-05-01 02:23:01,119.56,39.95
1654,7260184393570369148,2016-05-01 02:25:02,119.56,39.95
1655,-5105332332397066846,2016-05-01 02:12:18,108.33,22.87
1656,8717115294080205379,2016-05-01 02:22:27,116.45,39.93
1657,8709844073593545585,2016-05-01 02:24:26,119.53,26.66
1658,-7231869365607570045,2016-05-01 02:25:26,0.00,0.00
1659,3744483058121436564,2016-05-01 01:58:12,1.00,1.00
1660,-3675856314199492165,2016-05-01 01:59:06,112.60,32.66
1661,3114242858966936759,2016-05-01 02:36:07,117.16,35.09
1662,-3795487111324133346,2016-05-01 02:30:02,106.63,26.38
1663,-9177461074950576614,2016-05-01 02:33:38,113.03,23.68
1664,4782582047729166353,2016-05-01 02:07:31,114.47,38.03
1665,1749986978131277304,2016-05-01 02:38:06,115.65,37.29
1666,-8022670699317284482,2016-05-01 02:44:49,116.78,33.95
1667,-2572363443448115582,2016-05-01 02:29:04,113.15,22.87
1668,2101080878389334869,2016-05-01 02:35:29,121.50,31.15
1669,-4272349824279327690,2016-05-01 02:36:40,120.60,30.59
1670,6651748568122662586,2016-05-01 02:37:45,0.00,0.00
1671,8821415433991751199,2016-05-01 02:47:47,0.00,0.00
1672,-7979201298395344671,2016-05-01 02:48:59,120.38,32.62
1673,-3189209564521242006,2016-05-01 02:49:58,0.00,0.00
1674,1291576735199623947,2016-05-01 02:06:23,106.66,26.44
1675,3239037034052399186,2016-05-01 02:07:47,118.37,33.68
1676,-9073559398914673381,2016-05-01 02:20:49,1.00,1.00
1677,3477368667725561691,2016-05-01 02:22:10,108.29,22.87
1678,-7752582024345679911,2016-05-01 01:58:54,104.00,30.00
1679,-7752582024345679911,2016-05-01 02:00:42,104.00,30.00
1680,2040609647005429049,2016-05-01 02:05:00,119.57,27.21
1681,452720611336482113,2016-05-01 02:02:11,113.82,29.25
1682,1656684048950685025,2016-05-01 02:05:58,125.07,45.52
1683,7995932390106085411,2016-05-01 02:06:50,109.38,24.33
1684,-7069822700313847994,2016-05-01 02:07:48,121.25,28.64
1685,2720724137495368112,2016-05-01 02:17:15,114.63,25.53
1686,9173819348216435862,2016-05-01 02:18:58,0.00,0.00
1687,-2894576668269480264,2016-05-01 02:01:12,117.23,39.23
1688,-2894576668269480264,2016-05-01 02:01:57,117.23,39.23
1689,4161229141449370342,2016-05-01 02:03:46,0.00,0.00
1690,-1049246389566613739,2016-05-01 02:05:08,114.06,33.56
1691,2150091327137555074,2016-05-01 02:11:52,0.00,0.00
1692,-2419273222899311051,2016-05-01 02:12:52,114.05,22.66
1693,-4731782053061677080,2016-05-01 02:14:48,111.77,36.56
1694,8318950298181419630,2016-05-01 02:16:34,114.19,36.70
1695,-1353036694846572906,2016-05-01 02:00:01,114.42,38.03
1696,-3445674812297776455,2016-05-01 02:00:41,121.47,31.34
1697,-8737356966559391525,2016-05-01 02:02:15,0.00,0.00
1698,3559146528802623252,2016-05-01 02:02:01,114.21,22.73
1699,8709844073593545585,2016-05-01 02:46:03,119.53,26.66
1700,2701788131619319960,2016-05-01 02:13:54,0.00,0.00
1701,-3349036619428595857,2016-05-01 02:15:24,113.32,23.26
1702,-3349036619428595857,2016-05-01 02:16:24,113.32,23.26
1703,-545519393563614109,2016-05-01 02:18:27,116.32,40.07
1704,9073944727630147699,2016-05-01 02:19:49,117.12,38.75
1705,-8968369310542461421,2016-05-01 02:24:12,116.42,39.95
1706,9037902918848352977,2016-05-01 02:25:12,113.46,34.15
1707,-8968369310542461421,2016-05-01 02:28:00,116.42,39.95
1708,-2273073958855612093,2016-05-01 02:39:58,118.77,32.08
1709,3888046152514759348,2016-05-01 02:55:31,116.34,39.67
1710,-8718341476188401178,2016-05-01 02:41:46,118.49,33.00
1711,-3349036619428595857,2016-05-01 02:43:40,113.31,23.26
1712,-570832969897037595,2016-05-01 02:55:15,103.85,36.03
1713,2935203862568089658,2016-05-02 02:42:51,117.98,37.00
1714,5181808630408663905,2016-05-02 02:05:31,116.43,39.87
1715,1448798737437496116,2016-05-02 02:05:53,118.72,35.69
1716,8100496762528918771,2016-05-02 02:08:00,106.48,29.53
1717,4309324114062232581,2016-05-02 01:53:56,112.45,23.05
1718,-3658877155191399733,2016-05-02 02:54:57,113.44,22.39
1719,-3503251184406720586,2016-05-02 02:01:28,116.40,36.43
1720,-1377363553664296477,2016-05-02 02:02:58,119.48,25.59
1721,-3226252672306637865,2016-05-02 02:00:13,0.00,0.00
1722,-341996506103287482,2016-05-02 02:05:22,0.00,0.00
1723,-5235872135901851022,2016-05-02 02:26:27,0.00,0.00
1724,-7559871099875610677,2016-05-02 02:30:46,0.00,0.00
1725,-2287778573906666820,2016-05-02 02:32:12,113.20,22.89
1726,-5044894706100277902,2016-05-02 02:15:51,120.13,33.37
1727,-3124804978940827911,2016-05-02 02:15:14,120.63,31.40
1728,-1168532065303398550,2016-05-02 02:26:46,118.81,32.02
1729,8137642173007839557,2016-05-02 01:56:34,113.78,23.04
1730,2818715222265637259,2016-05-02 02:40:00,115.32,38.99
1731,3403679452088106822,2016-05-02 02:40:51,114.13,22.56
1732,4558959792347496111,2016-05-02 02:41:53,112.45,38.01
1733,1935414813477680834,2016-05-02 02:02:58,0.00,0.00
1734,1240495901177121599,2016-05-02 02:04:51,120.48,30.85
1735,-4207168066117351148,2016-05-02 02:06:31,0.00,0.00
1736,8954470216063901600,2016-05-02 02:06:57,117.15,35.19
1737,7669441487760880468,2016-05-02 02:21:29,112.46,23.05
1738,4872930346061054142,2016-05-02 02:22:11,0.00,0.00
1739,6274115063946558675,2016-05-02 02:29:51,110.34,20.06
1740,-6242501228649113250,2016-05-02 02:27:29,111.21,27.85
1741,-8461596513381394135,2016-05-02 01:57:44,112.74,38.43
1742,-316187245699098350,2016-05-02 01:59:05,114.28,30.60
1743,1067960412221035352,2016-05-02 01:56:55,0.00,0.00
1744,3323869070909161248,2016-05-02 02:01:19,1.00,1.00
1745,3480283051943797797,2016-05-02 02:47:15,119.54,26.65
1746,3323869070909161248,2016-05-02 02:50:31,1.00,1.00
1747,-669426881946113309,2016-05-02 02:22:21,116.55,39.83
1748,2439941122234619064,2016-05-02 02:22:45,118.02,27.73
1749,-5710465318351646876,2016-05-02 02:50:34,0.00,0.00
1750,496481753306328006,2016-05-02 02:05:19,122.22,43.64
1751,1186608308763918427,2016-05-02 02:06:09,0.00,0.00
1752,-2992754441435666517,2016-05-02 02:06:47,114.37,30.63
1753,-2837012244677020942,2016-05-02 02:07:44,0.00,0.00
1754,1186608308763918427,2016-05-02 02:11:06,113.78,35.18
1755,7695473363129895639,2016-05-02 02:13:02,104.00,30.00
1756,-4864778457914698886,2016-05-02 02:28:13,0.00,0.00
1757,3826467698280917992,2016-05-02 02:29:47,0.00,0.00
1758,-7858759039494364547,2016-05-02 02:31:08,118.19,25.06
1759,1837935139543100691,2016-05-02 02:32:01,114.20,34.41
1760,-7858759039494364547,2016-05-02 02:40:17,118.19,25.06
1761,6682791832134963185,2016-05-02 02:03:38,0.00,0.00
1762,84437100507308647,2016-05-02 02:08:23,113.16,23.12
1763,5333105061897406448,2016-05-02 02:06:01,0.00,0.00
1764,-7424503231451350720,2016-05-02 02:07:54,0.00,0.00
1765,-425167002000640457,2016-05-02 02:22:56,118.86,30.93
1766,7032817590707610495,2016-05-02 02:24:43,0.00,0.00
1767,-4281721094056335642,2016-05-02 02:27:15,120.26,31.53
1768,4803325396327278711,2016-05-02 02:27:46,0.00,0.00
1769,5977689955095455858,2016-05-02 02:19:26,121.31,31.23
1770,5638475499798659296,2016-05-02 02:15:26,119.95,32.50
1771,2310111814347676320,2016-05-02 02:16:58,113.57,24.80
1772,2786402363922660898,2016-05-02 02:11:09,113.01,28.20
1773,-3503251184406720586,2016-05-02 02:14:20,116.40,36.43
1774,1038084351926935960,2016-05-02 02:40:38,114.21,22.66
1775,2250506009655933462,2016-05-02 02:46:19,117.16,39.11
1776,-7068808712009101262,2016-05-02 02:01:01,0.00,0.00
1777,1020061087496847477,2016-05-02 02:12:44,119.54,26.21
1778,1020061087496847477,2016-05-02 02:10:10,119.54,26.21
1779,4292142348431286379,2016-05-02 02:14:38,113.25,23.14
1780,-2815145020732403407,2016-05-02 02:15:23,104.73,31.77
1781,-485344872460373975,2016-05-02 02:16:31,104.05,30.68
1782,-485344872460373975,2016-05-02 02:24:25,104.05,30.68
